cod.,Country,Code,Year,Cellular Subscription C/100,Internet Users(%),No. of Internet Users,Broadband Subscription
3965,Jamaica,JAM,2017,"105,83","5507,2067%",1.546.637,"8,1867"
3966,Jamaica,JAM,2018,"101,03","6821,4516%",1.918.084,"9,7026"
3967,Jamaica,JAM,2019,"102,56","0,0000%",0,"10,7828"
3968,Jamaica,JAM,2020,"97,03","0,0000%",0,"13,0220"
3969,Japan,JPN,1980,"0,00","0,0000%",0,"0,0000"
3970,Japan,JPN,1981,"0,01","0,0000%",0,"0,0000"
3971,Japan,JPN,1982,"0,02","0,0000%",0,"0,0000"
3972,Japan,JPN,1983,"0,02","0,0000%",0,"0,0000"
3973,Japan,JPN,1984,"0,03","0,0000%",0,"0,0000"
3974,Japan,JPN,1985,"0,05","0,0000%",0,"0,0000"
3975,Japan,JPN,1986,"0,08","0,0000%",0,"0,0000"
3976,Japan,JPN,1987,"0,12","0,0000%",0,"0,0000"
3977,Japan,JPN,1988,"0,20","0,0000%",0,"0,0000"
3978,Japan,JPN,1989,"0,39","0,0000%",0,"0,0000"
3979,Japan,JPN,1990,"0,70","2,0294%",25.101,"0,0000"
3980,Japan,JPN,1991,"1,10","4,0438%",50.173,"0,0000"
3981,Japan,JPN,1992,"1,37","9,6678%",120.311,"0,0000"
3982,Japan,JPN,1993,"1,70","40,1278%",500.712,"0,0000"
3983,Japan,JPN,1994,"3,44","79,9684%",1.000.559,"0,0000"
3984,Japan,JPN,1995,"9,27","159,4363%",1.999.873,"0,0000"
3985,Japan,JPN,1996,"21,25","437,2982%",5.497.985,"0,0000"
3986,Japan,JPN,1997,"30,15","916,3077%",11.548.042,"0,0000"
3987,Japan,JPN,1998,"37,22","1341,4041%",16.943.059,"0,0252"
3988,Japan,JPN,1999,"44,65","2139,1291%",27.071.762,"0,1696"
3989,Japan,JPN,2000,"52,37","2999,0740%",38.029.417,"0,6702"
3990,Japan,JPN,2001,"58,58","3853,2063%",48.961.049,"3,0028"
3991,Japan,JPN,2002,"63,43","4659,4200%",59.315.229,"7,3479"
3992,Japan,JPN,2003,"67,67","4843,5265%",61.756.102,"11,6487"
3993,Japan,JPN,2004,"71,35","6239,3929%",79.659.132,"15,2547"
3994,Japan,JPN,2005,"75,19","6692,1066%",85.524.036,"18,1577"
3995,Japan,JPN,2006,"77,73","6868,5272%",87.849.952,"20,5874"
3996,Japan,JPN,2007,"83,54","7430,0003%",95.108.777,"22,0267"
3997,Japan,JPN,2008,"85,88","7540,0002%",96.570.536,"23,4308"
3998,Japan,JPN,2009,"90,46","7800,0000%",99.931.291,"25,5635"
3999,Japan,JPN,2010,"95,91","7820,9999%",100.191.257,"26,5296"
4000,Japan,JPN,2011,"103,32","7905,4115%",101.195.004,"27,7794"
4001,Japan,JPN,2012,"109,89","7949,6399%",101.639.078,"28,1353"
4002,Japan,JPN,2013,"115,25","8821,9429%",112.637.614,"28,7721"
4003,Japan,JPN,2014,"123,16","8910,6834%",113.590.477,"29,4838"
4004,Japan,JPN,2015,"125,45","9105,8029%",115.872.194,"30,3727"
4005,Japan,JPN,2016,"130,60","9318,2724%",118.336.334,"31,1557"
4006,Japan,JPN,2017,"135,52","9172,6547%",116.183.105,"31,7895"
4007,Japan,JPN,2018,"141,41","9127,9999%",115.246.358,"32,6223"
4008,Japan,JPN,2019,"147,02","9273,0400%",116.647.128,"33,5034"
4009,Japan,JPN,2020,"154,22","9021,9460%",112.995.146,"34,7897"
4010,Jordan,JOR,1980,"0,00","0,0000%",0,"0,0000"
4011,Jordan,JOR,1981,"0,00","0,0000%",0,"0,0000"
4012,Jordan,JOR,1982,"0,00","0,0000%",0,"0,0000"
4013,Jordan,JOR,1983,"0,00","0,0000%",0,"0,0000"
4014,Jordan,JOR,1984,"0,00","0,0000%",0,"0,0000"
4015,Jordan,JOR,1985,"0,00","0,0000%",0,"0,0000"
4016,Jordan,JOR,1986,"0,00","0,0000%",0,"0,0000"
4017,Jordan,JOR,1987,"0,00","0,0000%",0,"0,0000"
4018,Jordan,JOR,1988,"0,00","0,0000%",0,"0,0000"
4019,Jordan,JOR,1989,"0,00","0,0000%",0,"0,0000"
4020,Jordan,JOR,1990,"0,04","0,0000%",0,"0,0000"
4021,Jordan,JOR,1991,"0,04","0,0000%",0,"0,0000"
4022,Jordan,JOR,1992,"0,04","0,0000%",0,"0,0000"
4023,Jordan,JOR,1993,"0,03","0,0000%",0,"0,0000"
4024,Jordan,JOR,1994,"0,03","0,0000%",0,"0,0000"
4025,Jordan,JOR,1995,"0,26","2,3234%",1.036,"0,0000"
4026,Jordan,JOR,1996,"0,51","4,4939%",2.071,"0,0000"
4027,Jordan,JOR,1997,"0,93","59,9341%",28.371,"0,0000"
4028,Jordan,JOR,1998,"1,67","130,5888%",63.263,"0,0000"
4029,Jordan,JOR,1999,"2,35","252,6965%",125.104,"0,0000"
4030,Jordan,JOR,2000,"7,59","262,3276%",132.637,"0,0000"
4031,Jordan,JOR,2001,"16,59","470,5719%",242.971,"0,0078"
4032,Jordan,JOR,2002,"22,94","602,5532%",317.879,"0,0597"
4033,Jordan,JOR,2003,"24,39","846,6005%",456.836,"0,0919"
4034,Jordan,JOR,2004,"29,10","1165,8741%",645.011,"0,1868"
4035,Jordan,JOR,2005,"54,42","1293,2852%",734.397,"0,4085"
4036,Jordan,JOR,2006,"72,49","1386,7108%",842.503,"0,8115"
4037,Jordan,JOR,2007,"76,28","2000,0000%",1.294.692,"1,4199"
4038,Jordan,JOR,2008,"81,04","2300,0000%",1.525.562,"2,2243"
4039,Jordan,JOR,2009,"87,25","2600,0000%",1.762.932,"3,4526"
4040,Jordan,JOR,2010,"91,17","2720,0001%",1.885.304,"4,0388"
4041,Jordan,JOR,2011,"97,65","3490,0002%",2.481.383,"3,8708"
4042,Jordan,JOR,2012,"111,05","3700,0000%",2.668.390,"3,7119"
4043,Jordan,JOR,2013,"121,07","4140,0002%",3.185.655,"3,8547"
4044,Jordan,JOR,2014,"124,37","4620,0001%",4.000.010,"3,9443"
4045,Jordan,JOR,2015,"148,90","5422,0001%",5.147.782,"3,3424"
4046,Jordan,JOR,2016,"102,76","5615,0002%",5.595.156,"3,1119"
4047,Jordan,JOR,2017,"99,16","6450,0000%",6.588.923,"3,3919"
4048,Jordan,JOR,2018,"87,62","6609,9998%",6.913.970,"4,0099"
4049,Jordan,JOR,2019,"77,00","0,0000%",0,"4,5289"
4050,Jordan,JOR,2020,"68,49","0,0000%",0,"6,1799"
4051,Kazakhstan,KAZ,1980,"0,00","0,0000%",0,"0,0000"
4052,Kazakhstan,KAZ,1981,"0,00","0,0000%",0,"0,0000"
4053,Kazakhstan,KAZ,1982,"0,00","0,0000%",0,"0,0000"
4054,Kazakhstan,KAZ,1983,"0,00","0,0000%",0,"0,0000"
4055,Kazakhstan,KAZ,1984,"0,00","0,0000%",0,"0,0000"
4056,Kazakhstan,KAZ,1985,"0,00","0,0000%",0,"0,0000"
4057,Kazakhstan,KAZ,1986,"0,00","0,0000%",0,"0,0000"
4058,Kazakhstan,KAZ,1987,"0,00","0,0000%",0,"0,0000"
4059,Kazakhstan,KAZ,1988,"0,00","0,0000%",0,"0,0000"
4060,Kazakhstan,KAZ,1989,"0,00","0,0000%",0,"0,0000"
4061,Kazakhstan,KAZ,1990,"0,00","0,0000%",0,"0,0000"
4062,Kazakhstan,KAZ,1991,"0,00","0,0000%",0,"0,0000"
4063,Kazakhstan,KAZ,1992,"0,00","0,0000%",0,"0,0000"
4064,Kazakhstan,KAZ,1993,"0,00","0,0000%",0,"0,0000"
4065,Kazakhstan,KAZ,1994,"0,00","0,0521%",87,"0,0000"
4066,Kazakhstan,KAZ,1995,"0,03","1,1302%",1.857,"0,0000"
4067,Kazakhstan,KAZ,1996,"0,06","3,1825%",5.138,"0,0000"
4068,Kazakhstan,KAZ,1997,"0,07","6,4597%",10.219,"0,0000"
4069,Kazakhstan,KAZ,1998,"0,20","13,1070%",20.282,"0,0000"
4070,Kazakhstan,KAZ,1999,"0,33","46,4277%",70.831,"0,0000"
4071,Kazakhstan,KAZ,2000,"1,32","66,8594%",101.869,"0,0000"
4072,Kazakhstan,KAZ,2001,"3,90","100,6124%",153.749,"0,0000"
4073,Kazakhstan,KAZ,2002,"6,86","167,4771%",256.892,"0,0000"
4074,Kazakhstan,KAZ,2003,"8,81","200,0415%",308.398,"0,0066"
4075,Kazakhstan,KAZ,2004,"16,05","265,0395%",411.392,"0,0131"
4076,Kazakhstan,KAZ,2005,"35,05","296,1708%",463.692,"0,0195"
4077,Kazakhstan,KAZ,2006,"50,00","326,8369%",517.146,"0,1961"
4078,Kazakhstan,KAZ,2007,"78,48","402,0000%",643.447,"1,7219"
4079,Kazakhstan,KAZ,2008,"94,00","1100,0000%",1.781.617,"2,1264"
4080,Kazakhstan,KAZ,2009,"106,36","1820,0001%",2.985.231,"3,5987"
4081,Kazakhstan,KAZ,2010,"119,38","3160,0000%",5.254.397,"5,3506"
4082,Kazakhstan,KAZ,2011,"153,06","5059,9998%",8.533.649,"7,2368"
4083,Kazakhstan,KAZ,2012,"180,49","6190,6628%",10.587.809,"9,7740"
4084,Kazakhstan,KAZ,2013,"178,34","6330,4226%",10.980.583,"11,5048"
4085,Kazakhstan,KAZ,2014,"165,27","6600,0000%",11.610.915,"12,4143"
4086,Kazakhstan,KAZ,2015,"149,72","7082,9933%",12.633.162,"13,0947"
4087,Kazakhstan,KAZ,2016,"143,21","7458,7723%",13.484.385,"13,1788"
4088,Kazakhstan,KAZ,2017,"147,64","7642,6750%",13.997.423,"14,2483"
4089,Kazakhstan,KAZ,2018,"142,28","7890,3915%",14.627.287,"13,4353"
4090,Kazakhstan,KAZ,2019,"138,63","8187,7617%",15.355.541,"13,5440"
4091,Kazakhstan,KAZ,2020,"129,38","8594,2596%",16.311.260,"13,9556"
4092,Kenya,KEN,1980,"0,00","0,0000%",0,"0,0000"
4093,Kenya,KEN,1981,"0,00","0,0000%",0,"0,0000"
4094,Kenya,KEN,1982,"0,00","0,0000%",0,"0,0000"
4095,Kenya,KEN,1983,"0,00","0,0000%",0,"0,0000"
4096,Kenya,KEN,1984,"0,00","0,0000%",0,"0,0000"
4097,Kenya,KEN,1985,"0,00","0,0000%",0,"0,0000"
4098,Kenya,KEN,1986,"0,00","0,0000%",0,"0,0000"
4099,Kenya,KEN,1987,"0,00","0,0000%",0,"0,0000"
4100,Kenya,KEN,1988,"0,00","0,0000%",0,"0,0000"
4101,Kenya,KEN,1989,"0,00","0,0000%",0,"0,0000"
4102,Kenya,KEN,1990,"0,00","0,0000%",0,"0,0000"
4103,Kenya,KEN,1991,"0,00","0,0000%",0,"0,0000"
4104,Kenya,KEN,1992,"0,00","0,0000%",0,"0,0000"
4105,Kenya,KEN,1993,"0,00","0,0000%",0,"0,0000"
4106,Kenya,KEN,1994,"0,01","0,0000%",0,"0,0000"
4107,Kenya,KEN,1995,"0,01","0,0727%",196,"0,0000"
4108,Kenya,KEN,1996,"0,01","0,8839%",2.441,"0,0000"
4109,Kenya,KEN,1997,"0,02","3,4406%",9.759,"0,0000"
4110,Kenya,KEN,1998,"0,04","5,0261%",14.645,"0,0000"
4111,Kenya,KEN,1999,"0,08","11,4256%",34.237,"0,0000"
4112,Kenya,KEN,2000,"0,40","31,8060%",98.127,"0,0000"
4113,Kenya,KEN,2001,"1,83","61,9782%",197.093,"0,0000"
4114,Kenya,KEN,2002,"3,52","120,7774%",395.906,"0,0000"
4115,Kenya,KEN,2003,"4,59","294,1903%",993.396,"0,0000"
4116,Kenya,KEN,2004,"7,15","302,3528%",1.051.941,"0,0000"
4117,Kenya,KEN,2005,"12,59","310,1898%",1.111.814,"0,0147"
4118,Kenya,KEN,2006,"19,50","360,0000%",1.329.309,"0,0471"
4119,Kenya,KEN,2007,"29,32","440,0000%",1.673.619,"0,0458"
4120,Kenya,KEN,2008,"40,97","520,0000%",2.037.719,"0,0082"
4121,Kenya,KEN,2009,"47,34","610,0000%",2.462.231,"0,0445"
4122,Kenya,KEN,2010,"59,41","720,0000%",2.989.288,"0,0163"
4123,Kenya,KEN,2011,"65,03","880,0000%",3.751.893,"0,1254"
4124,Kenya,KEN,2012,"69,30","1050,0000%",4.591.210,"0,1226"
4125,Kenya,KEN,2013,"69,93","1300,0000%",5.823.008,"0,1629"
4126,Kenya,KEN,2014,"72,02","1650,0000%",7.562.257,"0,2180"
4127,Kenya,KEN,2015,"78,77","1658,7854%",7.771.658,"0,2822"
4128,Kenya,KEN,2016,"79,47","1660,0000%",7.950.515,"0,2705"
4129,Kenya,KEN,2017,"85,25","1782,7101%",8.726.034,"0,5741"
4130,Kenya,KEN,2018,"96,32","1950,0000%",9.740.894,"0,7229"
4131,Kenya,KEN,2019,"103,77","2256,5119%",11.497.256,"0,9343"
4132,Kenya,KEN,2020,"114,20","2950,0000%",15.335.805,"1,2538"
4133,Kiribati,KIR,1980,"0,00","0,0000%",0,"0,0000"
4134,Kiribati,KIR,1981,"0,00","0,0000%",0,"0,0000"
4135,Kiribati,KIR,1982,"0,00","0,0000%",0,"0,0000"
4136,Kiribati,KIR,1983,"0,00","0,0000%",0,"0,0000"
4137,Kiribati,KIR,1984,"0,00","0,0000%",0,"0,0000"
4138,Kiribati,KIR,1985,"0,00","0,0000%",0,"0,0000"
4139,Kiribati,KIR,1986,"0,00","0,0000%",0,"0,0000"
4140,Kiribati,KIR,1987,"0,00","0,0000%",0,"0,0000"
4141,Kiribati,KIR,1988,"0,00","0,0000%",0,"0,0000"
4142,Kiribati,KIR,1989,"0,00","0,0000%",0,"0,0000"
4143,Kiribati,KIR,1990,"0,00","0,0000%",0,"0,0000"
4144,Kiribati,KIR,1991,"0,00","0,0000%",0,"0,0000"
4145,Kiribati,KIR,1992,"0,00","0,0000%",0,"0,0000"
4146,Kiribati,KIR,1993,"0,00","0,0000%",0,"0,0000"
4147,Kiribati,KIR,1994,"0,00","0,0000%",0,"0,0000"
4148,Kiribati,KIR,1995,"0,00","0,0000%",0,"0,0000"
4149,Kiribati,KIR,1996,"0,00","0,0000%",0,"0,0000"
4150,Kiribati,KIR,1997,"0,00","0,0000%",0,"0,0000"
4151,Kiribati,KIR,1998,"0,03","61,6546%",529,"0,0000"
4152,Kiribati,KIR,1999,"0,24","121,1578%",1.058,"0,0000"
4153,Kiribati,KIR,2000,"0,36","178,5226%",1.586,"0,0000"
4154,Kiribati,KIR,2001,"0,46","233,7459%",2.116,"0,0000"
4155,Kiribati,KIR,2002,"0,57","250,0000%",2.310,"0,0000"
4156,Kiribati,KIR,2003,"0,59","300,0000%",2.829,"0,0000"
4157,Kiribati,KIR,2004,"0,68","350,0000%",3.368,"0,0000"
4158,Kiribati,KIR,2005,"0,70","400,0000%",3.927,"0,3488"
4159,Kiribati,KIR,2006,"0,74","450,0000%",4.504,"0,4261"
4160,Kiribati,KIR,2007,"0,78","600,0000%",6.121,"0,5221"
4161,Kiribati,KIR,2008,"1,01","700,0000%",7.279,"0,6936"
4162,Kiribati,KIR,2009,"9,82","897,0000%",9.509,"0,7580"
4163,Kiribati,KIR,2010,"10,29","907,0000%",9.797,"0,8219"
4164,Kiribati,KIR,2011,"13,17","1000,0000%",10.989,"0,8116"
4165,Kiribati,KIR,2012,"16,92","1074,6798%",11.997,"0,7521"
4166,Kiribati,KIR,2013,"18,54","1150,0000%",13.031,"0,6488"
4167,Kiribati,KIR,2014,"27,42","1225,0000%",14.088,"0,4571"
4168,Kiribati,KIR,2015,"36,96","1490,0000%",17.391,"0,1055"
4169,Kiribati,KIR,2016,"46,21","1870,0001%",22.165,"0,0978"
4170,Kiribati,KIR,2017,"40,40","2340,0000%",28.168,"0,0972"
4171,Kiribati,KIR,2018,"46,04","2940,0000%",35.949,"0,0751"
4172,Kiribati,KIR,2019,"46,48","3690,0002%",45.849,"0,0893"
4173,Kiribati,KIR,2020,"45,76","3800,0000%",48.060,"0,1549"
4174,Kosovo,OWID_KOS,2005,"32,30","0,0000%",0,"0,0000"
4175,Kosovo,OWID_KOS,2006,"32,30","0,0000%",0,"0,0000"
4176,Kosovo,OWID_KOS,2007,"32,30","0,0000%",0,"0,0000"
4177,Kosovo,OWID_KOS,2008,"32,30","0,0000%",0,"0,0000"
4178,Kosovo,OWID_KOS,2009,"32,30","0,0000%",0,"0,0000"
4179,Kosovo,OWID_KOS,2010,"32,30","0,0000%",0,"0,0000"
4180,Kuwait,KWT,1980,"0,00","0,0000%",0,"0,0000"
4181,Kuwait,KWT,1981,"0,00","0,0000%",0,"0,0000"
4182,Kuwait,KWT,1982,"0,00","0,0000%",0,"0,0000"
4183,Kuwait,KWT,1983,"0,00","0,0000%",0,"0,0000"
4184,Kuwait,KWT,1984,"0,00","0,0000%",0,"0,0000"
4185,Kuwait,KWT,1985,"0,00","0,0000%",0,"0,0000"
4186,Kuwait,KWT,1986,"0,45","0,0000%",0,"0,0000"
4187,Kuwait,KWT,1987,"0,74","0,0000%",0,"0,0000"
4188,Kuwait,KWT,1988,"0,86","0,0000%",0,"0,0000"
4189,Kuwait,KWT,1989,"1,08","0,0000%",0,"0,0000"
4190,Kuwait,KWT,1990,"0,99","0,0000%",0,"0,0000"
4191,Kuwait,KWT,1991,"2,12","0,0000%",0,"0,0000"
4192,Kuwait,KWT,1992,"2,67","0,0000%",0,"0,0000"
4193,Kuwait,KWT,1993,"3,63","9,1082%",1.506,"0,0000"
4194,Kuwait,KWT,1994,"5,13","14,7163%",2.415,"0,0000"
4195,Kuwait,KWT,1995,"7,32","20,2898%",3.358,"0,0000"
4196,Kuwait,KWT,1996,"9,29","85,5662%",14.575,"0,0000"
4197,Kuwait,KWT,1997,"12,28","217,4536%",38.304,"0,0000"
4198,Kuwait,KWT,1998,"13,65","305,2397%",55.540,"0,0000"
4199,Kuwait,KWT,1999,"15,37","475,6222%",89.295,"0,0000"
4200,Kuwait,KWT,2000,"23,27","673,1396%",130.246,"0,0000"
4201,Kuwait,KWT,2001,"41,74","855,1792%",170.324,"0,2377"
4202,Kuwait,KWT,2002,"57,42","1024,8968%",209.834,"0,4913"
4203,Kuwait,KWT,2003,"65,69","2240,2939%",470.800,"0,6014"
4204,Kuwait,KWT,2004,"80,64","2292,7113%",493.732,"0,9089"
4205,Kuwait,KWT,2005,"60,88","2592,6109%",579.555,"1,1012"
4206,Kuwait,KWT,2006,"49,69","2879,1199%",680.456,"1,2639"
4207,Kuwait,KWT,2007,"56,96","3479,9999%",872.357,"1,3978"
4208,Kuwait,KWT,2008,"56,47","4200,0000%",1.113.395,"1,5060"
4209,Kuwait,KWT,2009,"92,82","5079,9999%",1.420.141,"1,5952"
4210,Kuwait,KWT,2010,"133,00","6140,0002%",1.807.226,"1,5375"
4211,Kuwait,KWT,2011,"155,75","6576,9073%",2.067.666,"1,4836"
4212,Kuwait,KWT,2012,"152,29","7044,9997%",2.391.544,"1,4035"
4213,Kuwait,KWT,2013,"181,77","7545,9999%",2.751.664,"1,3328"
4214,Kuwait,KWT,2014,"205,91","7869,9997%",2.960.371,"1,3005"
4215,Kuwait,KWT,2015,"199,83","8200,0000%",3.205.171,"1,4339"
4216,Kuwait,KWT,2016,"193,57","8559,9998%",3.465.165,"2,5624"
4217,Kuwait,KWT,2017,"176,00","9799,9992%",4.042.406,"2,9023"
4218,Kuwait,KWT,2018,"171,61","9959,8846%",4.299.871,"2,5094"
4219,Kuwait,KWT,2019,"174,16","9954,2679%",4.420.795,"2,0108"
4220,Kuwait,KWT,2020,"158,53","9910,5881%",4.321.463,"1,7316"
4221,Kyrgyzstan,KGZ,1980,"0,00","0,0000%",0,"0,0000"
4222,Kyrgyzstan,KGZ,1981,"0,00","0,0000%",0,"0,0000"
4223,Kyrgyzstan,KGZ,1982,"0,00","0,0000%",0,"0,0000"
4224,Kyrgyzstan,KGZ,1983,"0,00","0,0000%",0,"0,0000"
4225,Kyrgyzstan,KGZ,1984,"0,00","0,0000%",0,"0,0000"
4226,Kyrgyzstan,KGZ,1985,"0,00","0,0000%",0,"0,0000"
4227,Kyrgyzstan,KGZ,1986,"0,00","0,0000%",0,"0,0000"
4228,Kyrgyzstan,KGZ,1987,"0,00","0,0000%",0,"0,0000"
4229,Kyrgyzstan,KGZ,1988,"0,00","0,0000%",0,"0,0000"
4230,Kyrgyzstan,KGZ,1989,"0,00","0,0000%",0,"0,0000"
4231,Kyrgyzstan,KGZ,1990,"0,00","0,0000%",0,"0,0000"
4232,Kyrgyzstan,KGZ,1991,"0,00","0,0000%",0,"0,0000"
4233,Kyrgyzstan,KGZ,1992,"0,00","0,0000%",0,"0,0000"
4234,Kyrgyzstan,KGZ,1993,"0,00","0,0000%",0,"0,0000"
4235,Kyrgyzstan,KGZ,1994,"0,00","0,0000%",0,"0,0000"
4236,Kyrgyzstan,KGZ,1995,"0,00","0,0000%",0,"0,0000"
4237,Kyrgyzstan,KGZ,1996,"0,00","0,0000%",0,"0,0000"
4238,Kyrgyzstan,KGZ,1997,"0,00","0,0000%",0,"0,0000"
4239,Kyrgyzstan,KGZ,1998,"0,03","7,2808%",3.502,"0,0000"
4240,Kyrgyzstan,KGZ,1999,"0,05","20,4711%",9.988,"0,0000"
4241,Kyrgyzstan,KGZ,2000,"0,18","104,1401%",51.395,"0,0000"
4242,Kyrgyzstan,KGZ,2001,"0,54","300,2941%",149.590,"0,0000"
4243,Kyrgyzstan,KGZ,2002,"1,06","299,9265%",150.762,"0,0007"
4244,Kyrgyzstan,KGZ,2003,"2,76","390,8766%",198.498,"0,0028"
4245,Kyrgyzstan,KGZ,2004,"5,23","509,0385%",261.495,"0,0378"
4246,Kyrgyzstan,KGZ,2005,"10,67","1053,3801%",547.032,"0,0452"
4247,Kyrgyzstan,KGZ,2006,"24,62","1230,6907%",645.717,"0,0539"
4248,Kyrgyzstan,KGZ,2007,"41,82","1403,0000%",742.857,"0,0601"
4249,Kyrgyzstan,KGZ,2008,"64,59","1570,0000%",839.232,"0,3622"
4250,Kyrgyzstan,KGZ,2009,"84,11","1600,0000%",866.253,"0,3253"
4251,Kyrgyzstan,KGZ,2010,"97,29","1629,9999%",893.856,"0,4252"
4252,Kyrgyzstan,KGZ,2011,"113,76","1750,0000%",971.659,"0,7075"
4253,Kyrgyzstan,KGZ,2012,"120,92","1979,9999%",1.115.127,"0,9715"
4254,Kyrgyzstan,KGZ,2013,"117,56","2300,0000%",1.315.499,"2,3764"
4255,Kyrgyzstan,KGZ,2014,"129,41","2829,9999%",1.645.483,"2,9208"
4256,Kyrgyzstan,KGZ,2015,"127,19","3024,7044%",1.789.108,"3,5495"
4257,Kyrgyzstan,KGZ,2016,"125,34","3450,0000%",2.076.315,"3,9654"
4258,Kyrgyzstan,KGZ,2017,"136,81","3819,9039%",2.338.265,"4,1684"
4259,Kyrgyzstan,KGZ,2018,"138,57","4279,9999%",2.663.659,"3,9754"
4260,Kyrgyzstan,KGZ,2019,"134,39","5100,0000%",3.225.058,"4,1942"
4261,Kyrgyzstan,KGZ,2020,"130,45","0,0000%",0,"4,4297"
4262,Laos,LAO,1980,"0,00","0,0000%",0,"0,0000"
4263,Laos,LAO,1981,"0,00","0,0000%",0,"0,0000"
4264,Laos,LAO,1982,"0,00","0,0000%",0,"0,0000"
4265,Laos,LAO,1983,"0,00","0,0000%",0,"0,0000"
4266,Laos,LAO,1984,"0,00","0,0000%",0,"0,0000"
4267,Laos,LAO,1985,"0,00","0,0000%",0,"0,0000"
4268,Laos,LAO,1986,"0,00","0,0000%",0,"0,0000"
4269,Laos,LAO,1987,"0,00","0,0000%",0,"0,0000"
4270,Laos,LAO,1988,"0,00","0,0000%",0,"0,0000"
4271,Laos,LAO,1989,"0,00","0,0000%",0,"0,0000"
4272,Laos,LAO,1990,"0,00","0,0000%",0,"0,0000"
4273,Laos,LAO,1991,"0,00","0,0000%",0,"0,0000"
4274,Laos,LAO,1992,"0,01","0,0000%",0,"0,0000"
4275,Laos,LAO,1993,"0,01","0,0000%",0,"0,0000"
4276,Laos,LAO,1994,"0,01","0,0000%",0,"0,0000"
4277,Laos,LAO,1995,"0,03","0,0000%",0,"0,0000"
4278,Laos,LAO,1996,"0,08","0,0000%",0,"0,0000"
4279,Laos,LAO,1997,"0,10","0,0000%",0,"0,0000"
4280,Laos,LAO,1998,"0,13","0,9658%",507,"0,0000"
4281,Laos,LAO,1999,"0,23","3,7781%",2.018,"0,0000"
4282,Laos,LAO,2000,"0,24","11,1044%",6.031,"0,0000"
4283,Laos,LAO,2001,"0,55","18,1664%",10.027,"0,0000"
4284,Laos,LAO,2002,"1,00","26,7899%",15.019,"0,0000"
4285,Laos,LAO,2003,"2,01","33,3912%",18.997,"0,0004"
4286,Laos,LAO,2004,"3,61","36,1434%",20.848,"0,0009"
4287,Laos,LAO,2005,"11,43","85,0357%",49.771,"0,0055"
4288,Laos,LAO,2006,"17,27","116,9893%",69.569,"0,0127"
4289,Laos,LAO,2007,"24,87","164,0000%",99.078,"0,0191"
4290,Laos,LAO,2008,"33,44","355,0000%",217.823,"0,0479"
4291,Laos,LAO,2009,"52,61","600,0000%",373.796,"0,0702"
4292,Laos,LAO,2010,"64,06","700,0000%",442.640,"0,0942"
4293,Laos,LAO,2011,"86,35","900,0000%",577.470,"0,1031"
4294,Laos,LAO,2012,"66,72","1074,7676%",699.545,"0,1176"
4295,Laos,LAO,2013,"70,52","1250,0000%",825.092,"0,1380"
4296,Laos,LAO,2014,"69,56","1426,0000%",954.203,"0,2428"
4297,Laos,LAO,2015,"55,29","1820,0001%",1.235.310,"0,2158"
4298,Laos,LAO,2016,"57,82","2187,0001%",1.507.142,"0,3568"
4299,Laos,LAO,2017,"53,38","2551,0435%",1.785.201,"0,3914"
4300,Laos,LAO,2018,"51,86","2910,0000%",2.067.557,"0,6426"
4301,Laos,LAO,2019,"60,84","3084,0000%",2.224.199,"1,0640"
4302,Laos,LAO,2020,"56,35","3379,9999%",2.473.956,"1,7593"
4303,Latin America and Caribbean,Region,1980,"0,00","0,0000%",0,"0,0000"
4304,Latin America and Caribbean,Region,1981,"0,00","0,0000%",0,"0,0000"
4305,Latin America and Caribbean,Region,1982,"0,00","0,0000%",0,"0,0000"
4306,Latin America and Caribbean,Region,1983,"0,00","0,0000%",0,"0,0000"
4307,Latin America and Caribbean,Region,1984,"0,00","0,0000%",0,"0,0000"
4308,Latin America and Caribbean,Region,1985,"0,00","0,0000%",0,"0,0000"
4309,Latin America and Caribbean,Region,1986,"0,00","0,0000%",0,"0,0000"
4310,Latin America and Caribbean,Region,1987,"0,00","0,0000%",0,"0,0000"
4311,Latin America and Caribbean,Region,1988,"0,00","0,0000%",0,"0,0000"
4312,Latin America and Caribbean,Region,1989,"0,01","0,0000%",0,"0,0000"
4313,Latin America and Caribbean,Region,1990,"0,03","0,0000%",0,"0,0000"
4314,Latin America and Caribbean,Region,1991,"0,07","0,2226%",0,"0,0000"
4315,Latin America and Caribbean,Region,1992,"0,14","0,9637%",0,"0,0000"
4316,Latin America and Caribbean,Region,1993,"0,24","2,1121%",0,"0,0000"
4317,Latin America and Caribbean,Region,1994,"0,48","4,3407%",0,"0,0000"
4318,Latin America and Caribbean,Region,1995,"0,82","10,5626%",0,"0,0000"
4319,Latin America and Caribbean,Region,1996,"1,36","30,9552%",0,"0,0000"
4320,Latin America and Caribbean,Region,1997,"2,56","60,8915%",0,"0,0000"
4321,Latin America and Caribbean,Region,1998,"4,20","122,8739%",0,"0,0000"
4322,Latin America and Caribbean,Region,1999,"7,82","204,6568%",0,"0,0000"
4323,Latin America and Caribbean,Region,2000,"12,25","387,5832%",0,"0,0354"
4324,Latin America and Caribbean,Region,2001,"16,05","561,3684%",0,"0,1434"
4325,Latin America and Caribbean,Region,2002,"18,98","884,2318%",0,"0,3206"
